Nx=24 Ny= 6  N_up=132
         104          91  -3.837298989673338E-003 3.369343931893453E-018 
         104          92  1.680162728967503E-003 1.655934232733008E-017 
         104          93  5.015940330250126E-003 -3.070528264971121E-018 
         104          94  1.873583564306832E-003 2.338225814276713E-019 
         104          95  -4.037805157135827E-003 8.376652539147170E-019 
         104          96  -8.666446080353108E-004 -2.608973223486826E-019 
         104          97  6.185135459642384E-003 2.832680566137559E-018 
         104          98  -7.384400059935740E-002 -8.749182307956194E-019 
         104          99  -7.493642197039721E-002 9.487297308050784E-019 
         104         100  6.283248856993358E-003 -3.721200804932978E-018 
         104         101  -3.337363377479034E-003 -1.824782176459328E-018 
         104         102  -3.256882781500153E-003 1.719097679460034E-018 
         104         103  -8.058908028002551E-002 8.469697339753262E-018 
         104         104  0.470046689332371 -3.362194773602402E-017 
         104         105  -8.156116123869483E-002 -7.163152437765355E-018 
         104         106  2.526627284463842E-003 9.264443309343522E-019 
         104         107  2.326840630030512E-003 -1.260160027345669E-018 
         104         108  2.518790436990464E-003 -7.477484845130804E-018 
         105          37  -1.339019264955589E-006 8.009725054886342E-022 
         105          38  2.055180923844284E-007 1.246020985126220E-021 
         105          39  7.125045144768006E-008 3.992807246380370E-022 
         105          40  -1.275272177168481E-006 -9.579747473924542E-023 
         105          41  -2.138231216762209E-006 -2.877778412407154E-021 
         105          42  -2.188744227449823E-006 -7.734699373301034E-022 
         105          43  3.007198517701934E-006 4.134888507186776E-021 
         105          44  -2.159978237951412E-006 2.097360392043268E-021 
         105          45  2.960294480597142E-006 -9.965142853964584E-022 
         105          46  1.341158223717848E-006 -1.350771947033811E-021 
         105          47  -1.010502121850892E-005 1.253308632758181E-021 
         105          48  1.463813628722192E-006 1.361181883767747E-022 
         105          49  -8.392826113535739E-006 1.301180426854729E-020 
         105          50  -7.543747906021312E-006 -2.498052345621025E-021 
         105          51  -1.541329873407981E-005 5.912497690403345E-022 
         105          52  9.828287594146590E-007 -1.201358014723564E-021 
         105          53  -8.443801023853262E-007 -3.761895055951434E-021 
         105          54  -1.571752039894416E-005 -1.147919062045846E-020 
         105          55  -4.888906920113683E-005 -3.511114524967005E-020 
         105          56  7.100009373581052E-006 -5.816027021879840E-021 
         105          57  8.069705396474602E-006 3.229427859401000E-021 
         105          58  -7.345802070618908E-006 -1.482391352100054E-020 
         105          59  9.702744136182166E-006 2.223967213703024E-023 
         105          60  6.821751055042614E-006 -4.337464275107526E-020 
         105          61  -1.258517944409389E-005 -1.155509192706925E-020 
         105          62  -4.351769375954973E-005 -1.314361615148562E-021 
         105          63  -7.138496045198797E-005 -2.758059878056801E-020 
         105          64  -7.342828510206524E-005 4.937390711566136E-020 
         105          65  -4.468645644158440E-005 -3.653157659222038E-020 
         105          66  -1.043634102988272E-005 -1.579912363390814E-020 
         105          67  -1.752193964933539E-005 -2.693852544408340E-020 
         105          68  -8.320997614856040E-005 -3.851735482212441E-020 
         105          69  -2.087682756371514E-004 -5.553108142483267E-020 
         105          70  -9.702991910080720E-005 -1.342928329022747E-019 
         105          71  -1.048650079800462E-005 -2.570443123780153E-021 
         105          72  9.425092749490710E-006 5.698692245218709E-020 
         105          73  -4.471070705347447E-005 9.815605517550440E-020 
         105          74  -8.928024872289779E-005 -2.745049647120621E-019 
         105          75  -7.744286528549820E-005 -1.070967622538723E-020 
         105          76  -5.810765132960538E-005 1.167637178742149E-019 
         105          77  -4.186384548851277E-004 1.524704043161104E-019 
         105          78  -4.264762119257107E-004 -4.667898744755638E-019 
         105          79  -2.690875187022458E-004 7.456640482327868E-019 
         105          80  -1.120795065206803E-004 5.531455479323452E-020 
         105          81  -2.900273884676378E-004 -7.647087041715255E-020 
         105          82  -5.757160793663230E-004 1.294941104168526E-019 
         105          83  -4.790521575006430E-004 3.659662031397268E-020 
         105          84  -6.282837550352661E-004 -3.190690114923118E-019 
         105          85  -1.018525558773175E-003 -4.770320681125091E-019 
         105          86  -1.003614323768528E-003 2.989475330219258E-019 
         105          87  8.340852072252847E-004 2.601423654106793E-019 
         105          88  -1.661305547037700E-003 -1.559376231041227E-019 
         105          89  -1.765777247532425E-003 1.536487842278474E-018 
         105          90  8.577876665396907E-004 1.649368547886352E-019 
         105          91  -7.950401566517294E-004 -2.685891832412524E-019 
         105          92  -3.848549310391411E-003 -3.412671107175513E-018 
         105          93  1.628311613802959E-003 7.325462815333481E-019 
         105          94  5.045515996687254E-003 1.105463432095199E-018 
         105          95  1.866635983386632E-003 1.058968695160852E-018 
         105          96  -3.898654727981464E-003 1.503078748014472E-018 
         105          97  -3.338801456601928E-003 3.845563538530274E-018 
         105          98  6.151982559523123E-003 4.594359173680897E-018 
         105          99  -7.429878824507098E-002 -2.901418443421166E-019 
         105         100  -7.495511061544781E-002 -4.400134669829085E-018 
         105         101  6.238527589691451E-003 -2.532430725484988E-018 
         105         102  -3.279067463867689E-003 -3.238853022148539E-018 
         105         103  2.509940624234310E-003 -5.847846847527140E-019 
         105         104  -8.156116123869483E-002 -7.163152437765355E-018 
         105         105  0.470061963304978 2.692283353307706E-017 
         105         106  -8.053864914469211E-002 3.409051636471661E-018 
         105         107  2.514322758679869E-003 -9.387278540490721E-019 
         105         108  2.333515938202645E-003 -2.760508067971483E-019 
         106          37  -2.281346867212147E-006 -1.011147404472528E-021 
         106          38  -1.013783858573770E-006 6.046198422597425E-022 
         106          39  1.030332467628626E-007 6.078762806930138E-022 
         106          40  1.413785291261152E-007 9.295171025635283E-022 
         106          41  -1.149098200723379E-006 4.832626849155124E-022 
         106          42  -2.214093749886467E-006 -4.013200579054741E-022 
         106          43  1.511178012883759E-006 -3.241958552762806E-021 
         106          44  2.614817120552885E-006 -3.779448310333286E-022 
         106          45  -1.926648274362237E-006 9.109846910087920E-022 
         106          46  3.107304469950020E-006 -3.179581022497038E-022 
         106          47  1.536696919040010E-006 -3.429657587372830E-021 
         106          48  -9.773695646306367E-006 -1.319836273119540E-022 
         106          49  -1.579044479408462E-005 -1.783439974658022E-020 
         106          50  -7.886070414652496E-006 2.684653691894808E-020 
         106          51  -9.343676357157801E-006 2.104343519149215E-020 
         106          52  -1.472975700024282E-005 -2.001955815351016E-020 
         106          53  -1.449566927949729E-006 2.979837506432229E-021 
         106          54  -4.854288238811978E-007 -5.090447443478526E-021 
         106          55  6.207100229641862E-006 -6.553506019389814E-023 
         106          56  -4.436449650926199E-005 -2.189097246961033E-021 
         106          57  7.016316470436241E-006 -9.959518837851983E-021 
         106          58  8.927628627164601E-006 1.114634993693215E-020 
         106          59  -6.793299135033664E-006 -9.152595868585383E-022 
         106          60  1.039703133425635E-005 1.160281465159670E-021 
         106          61  -1.345175102095160E-005 -1.916858349570229E-020 
         106          62  -8.968735215427714E-006 1.575370424278254E-020 
         106          63  -4.448519204443608E-005 3.399692817894548E-021 
         106          64  -7.661298206104051E-005 1.809576175973206E-020 
         106          65  -7.619847670965769E-005 9.814205783416173E-021 
         106          66  -4.852353862702607E-005 2.584543406811522E-020 
         106          67  -5.735149261392969E-006 -3.589191187438498E-020 
         106          68  -7.880270862143191E-006 4.031277225289670E-020 
         106          69  -9.008670509218995E-005 2.043896560916316E-020 
         106          70  -2.117143182262745E-004 1.427325724861174E-020 
         106          71  -9.567895459833687E-005 7.352471776258273E-021 
         106          72  -1.364787173521797E-005 1.548468084779058E-019 
         106          73  -3.975012311648243E-004 2.203613644573242E-019 
         106          74  -4.988317550055932E-005 -3.057178452384750E-019 
