Nx=24 Ny= 6 t= 0.000 J= 0.000 N_up=132 N_down=  0 M1= 3600 M2= ****
          88          72  -6.090989907940874E-004 -1.878005567801351E-019 
          88          73  -7.976747479407915E-004 -8.698026666397050E-019 
          88          74  -2.429704129208868E-003 2.639427154246978E-019 
          88          75  -7.763463266104502E-004 -3.402093966877685E-019 
          88          76  6.995310499018558E-004 -4.704026246087175E-019 
          88          77  2.073922113531721E-003 -2.761692646378271E-020 
          88          78  5.530096994934880E-004 -8.029930392117396E-019 
          88          79  -2.126838745210849E-003 -3.346971033173474E-018 
          88          80  -1.454764828674512E-003 -3.229279158124774E-018 
          88          81  2.250667490241995E-003 1.089693180062383E-018 
          88          82  -7.388297837505707E-002 -2.374630301212891E-018 
          88          83  -7.575316761941520E-002 -2.357176604668741E-018 
          88          84  2.130296509498408E-003 -2.628164728578575E-018 
          88          85  4.800670430475336E-004 1.756375123566517E-018 
          88          86  4.892666435424590E-004 8.666325733513656E-020 
          88          87  -6.395546078710393E-002 -5.338292857096607E-018 
          88          88  0.420921214554453 -4.793515242357944E-018 
          88          89  -6.854035927168446E-002 4.095503913692156E-018 
          88          90  8.139812618871919E-004 5.671086851205825E-018 
          88          91  1.193780852665880E-004 1.074696146684282E-018 
          88          92  1.900311449220355E-003 -1.962713348435383E-019 
          88          93  -4.738117777387772E-002 4.170352167848486E-018 
          88          94  -5.081819064329820E-002 -7.548945464835297E-018 
          88          95  2.116143987034576E-003 1.971632427268168E-018 
          88          96  -3.326334164487626E-004 9.653579813143503E-018 
          88          97  -2.264168904421685E-003 3.826299310789249E-018 
          88          98  2.503805013856430E-004 9.573137181642390E-018 
          88          99  1.590282541940258E-003 -5.462617278654951E-018 
          88         100  3.710747376337702E-005 1.326737814127641E-018 
          88         101  -2.884483502772802E-003 1.708023486673646E-018 
          88         102  -3.192156426148597E-003 1.228568635583283E-017 
          88         103  2.464365627707458E-004 -4.373924145275696E-020 
          88         104  -3.634214163610153E-004 1.098071620014050E-018 
          88         105  1.134060017164732E-004 1.296536542940351E-020 
          88         106  8.824684678122254E-005 1.268935473874436E-018 
          88         107  -1.710221915199076E-003 -4.478172989858431E-018 
          88         108  -1.575912644858316E-003 -7.684767743296601E-019 
          89          37  -3.392476897487795E-004 9.377816685759055E-020 
          89          38  -1.405835622165079E-004 6.893605031907582E-021 
          89          39  -2.948284714384180E-004 -1.648297810560429E-020 
          89          40  -1.149749245407749E-004 -1.476422299838048E-020 
          89          41  -4.145827343937506E-004 -1.582156818472559E-020 
          89          42  -1.101036787205905E-005 5.332709332587504E-020 
          89          43  -1.141054475064946E-004 -2.387314525381383E-020 
          89          44  -2.546461083191093E-005 -3.290171521471518E-020 
          89          45  -1.298817351970307E-004 -3.199750622670394E-021 
          89          46  -7.008097106031708E-005 8.726382230708953E-022 
          89          47  -1.706191870015949E-004 -5.363970590066423E-021 
          89          48  -1.251205333993186E-004 -8.152739837582024E-021 
          89          49  -4.072997314946663E-004 6.823470706123528E-020 
          89          50  -2.723192259270518E-005 8.502694359816193E-023 
          89          51  -3.514291826012361E-004 -7.390643350524061E-020 
          89          52  -1.356747367678417E-004 -5.636732809828591E-020 
          89          53  -4.081628750974083E-004 -6.225479324846681E-020 
          89          54  -9.263685550179236E-005 -7.985653798870382E-021 
          89          55  -5.534200331848123E-005 -6.605477127119991E-020 
          89          56  -9.059045101278969E-005 -1.029046806761837E-019 
          89          57  -1.062143798534060E-004 -5.426104449580179E-020 
          89          58  2.499571525091369E-005 -8.118471162721626E-020 
          89          59  -6.601828760130645E-005 -1.489811394534259E-020 
          89          60  -7.154127185385464E-005 -9.434506232348959E-021 
          89          61  -8.104265551068329E-004 1.476174266718228E-019 
          89          62  1.335078795296624E-004 -6.050980030525469E-021 
          89          63  -3.194092743750043E-004 2.543372334780934E-020 
          89          64  -1.722114092430032E-004 -7.779597676087245E-022 
          89          65  -2.674813214921652E-004 2.573163723918950E-019 
          89          66  9.032385061247477E-005 7.241000457038030E-020 
          89          67  -8.247618561248126E-004 2.978458670661695E-019 
          89          68  9.580838905220045E-005 -8.179587735227130E-020 
          89          69  4.342189037191964E-005 -5.065685476962205E-020 
          89          70  -6.843314650812952E-005 1.316927246256698E-019 
          89          71  3.219836740162391E-004 2.127889022343494E-019 
          89          72  -5.968527345630194E-004 -1.762612510627148E-019 
          89          73  4.882268720271797E-004 -3.658186397251472E-019 
          89          74  -6.749123366995656E-004 -5.510572351282821E-019 
          89          75  -1.519062818101191E-003 -4.108427515262143E-019 
          89          76  -1.057240825371175E-003 3.658474860088148E-019 
          89          77  5.474896881176039E-004 1.147244116118644E-019 
          89          78  2.018908939447788E-003 1.612874601797841E-019 
          89          79  2.540916319791208E-003 1.689675452679547E-018 
          89          80  -7.245949848713439E-004 -3.546182398114840E-019 
          89          81  -1.019829111850078E-003 4.173946158839885E-019 
          89          82  2.500488069186807E-003 -1.640330272061361E-018 
          89          83  -6.869058719838159E-002 -4.641803918660077E-018 
          89          84  -6.849151390993125E-002 4.072305899465054E-018 
          89          85  4.580222485013921E-005 3.022736270279851E-018 
          89          86  5.880066592417415E-004 5.894572922155329E-019 
          89          87  6.048010712610824E-005 -2.035018197328953E-018 
          89          88  -6.854035927168446E-002 4.095503913692156E-018 
          89          89  0.420794447231167 1.355590758136449E-017 
          89          90  -6.266041365537073E-002 -2.886311132999971E-018 
          89          91  -1.417644407423414E-005 5.969959635626866E-019 
          89          92  8.168450650906443E-005 3.250816431783275E-018 
          89          93  2.005795065553960E-003 4.771539394361986E-019 
          89          94  -5.830042661850878E-002 1.629363234931746E-017 
          89          95  -5.561287067314072E-002 9.201715304056422E-018 
          89          96  1.836480386103888E-003 7.421331988189388E-018 
          89          97  -2.829553949229296E-003 1.434563327984054E-018 
          89          98  -3.324638829343494E-003 -2.790409413916438E-018 
          89          99  -1.370090311282839E-003 1.744361928252934E-017 
          89         100  2.245650200916583E-003 -3.185054213120465E-019 
          89         101  -1.611993732411175E-003 -2.255650038743743E-017 
          89         102  -2.437986122729979E-003 -4.128791337073771E-019 
          89         103  -5.107719370757058E-004 -6.219783118245770E-018 
          89         104  5.349799032322678E-004 1.071102370865687E-018 
          89         105  -1.995284411709191E-004 7.604799729295810E-020 
          89         106  -5.391368845258927E-005 -1.470710774149511E-019 
          89         107  5.168743528626715E-004 1.684721995327612E-018 
          89         108  -7.175320046062920E-005 -3.546562924310862E-018 
          90          37  -3.572623244056668E-004 -7.337427558037022E-020 
          90          38  -8.956398138197325E-005 3.265114911056753E-020 
          90          39  -2.193069539229745E-004 -3.680655890293774E-020 
          90          40  -4.032612750494223E-004 3.265567499888315E-020 
          90          41  -3.932012391372079E-004 8.971159695427849E-020 
          90          42  -1.933715947058268E-004 4.042013617426500E-020 
          90          43  -4.001319250207583E-004 2.668656458591639E-020 
          90          44  -1.716780684895357E-004 -1.544405420152069E-019 
          90          45  -1.986051564992326E-004 1.493220698566653E-019 
          90          46  -3.857159853680268E-005 -1.314588871055557E-020 
          90          47  -4.740836740366611E-005 -1.900128748853654E-020 
          90          48  -3.804744408626548E-004 -9.013444817433805E-020 
          90          49  -3.263087918732846E-004 -5.316267284549716E-021 
          90          50  -3.038504696630623E-004 2.333107038054270E-020 
          90          51  -3.172239934815123E-004 -1.629243227187278E-021 
          90          52  -9.750498451327267E-005 -3.488932068401416E-020 
          90          53  -1.825593607326837E-004 -7.209720949768782E-020 
          90          54  -6.988274646286738E-004 -5.703302486885084E-021 
          90          55  5.173424765457807E-005 -4.353395499426074E-020 
          90          56  -8.902045441742778E-005 -1.146512864334079E-019 
          90          57  -1.113962668251218E-004 -1.095388750433502E-020 
          90          58  -1.103156103092364E-004 2.131078815111499E-021 
          90          59  -1.635403551717737E-005 5.199788309441195E-020 
          90          60  3.640423414361720E-005 -3.256115132232507E-020 
          90          61  8.486060485649995E-005 -6.287903961935580E-020 
          90          62  -1.539756238688089E-003 2.272911168581902E-019 
          90          63  1.544830675584252E-004 -1.006690388845728E-019 
          90          64  -6.061542156747021E-004 5.986154520276450E-020 
          90          65  -4.305399545673739E-004 1.625915154229720E-019 
          90          66  -2.492693723954140E-004 1.839831075269689E-019 
          90          67  -4.487839530310524E-004 -3.791784842434370E-019 
          90          68  -8.787655624987623E-004 2.340058799737899E-019 
          90          69  1.543324512083563E-004 -1.257490803157323E-020 
          90          70  2.384240297693773E-004 -5.394113760614173E-020 
          90          71  1.492987921292369E-004 -2.451796075908340E-019 
          90          72  2.266373417998839E-004 -5.035048440773959E-020 
          90          73  1.858780522588066E-003 1.888582536746943E-018 
          90          74  7.087249862140065E-004 2.509443191731546E-019 
          90          75  -1.149662519665360E-003 -7.774801605458313E-019 
          90          76  -2.695466370818082E-003 1.139504538103546E-018 
          90          77  -3.037578707024229E-004 -3.031729794058274E-019 
          90          78  5.847880684526093E-004 1.040570467197766E-018 
          90          79  -7.339402393586723E-002 -6.454379490434434E-018 
          90          80  2.320748630276602E-003 2.917109709125473E-018 
          90          81  -1.286082096162022E-003 1.064272052764928E-018 
          90          82  -1.815533940718137E-003 2.960435558564435E-018 
          90          83  1.864883634690543E-003 -3.675956379407889E-020 
          90          84  -7.268905572528654E-002 -2.736986550820494E-018 
          90          85  -6.885115566441458E-002 3.808400162687366E-018 
          90          86  3.431753237319746E-004 -3.472101660448911E-018 
          90          87  5.211612987285061E-004 1.205537671890163E-018 
          90          88  8.139812618871919E-004 5.671086851205825E-018 
          90          89  -6.266041365537073E-002 -2.886311132999971E-018 
          90          90  0.420780948195180 3.267155166586884E-018 
          90          91  2.045552356172940E-003 3.008395146987989E-019 
          90          92  -1.173254228661104E-004 -4.583731946439386E-019 
          90          93  1.344896342269428E-004 1.344622034272308E-018 
          90          94  2.031875609950965E-003 2.453209381780595E-018 
          90          95  -4.894011414576967E-002 9.912344303735980E-017 
          90          96  -5.041954716899995E-002 -2.043106985081949E-016 
          90          97  -3.169938426717872E-003 1.306477960760707E-019 
          90          98  -3.502847472857498E-003 1.834585868165034E-018 
          90          99  -2.025359350895706E-003 -1.471963099143478E-018 
          90         100  -8.249844247213031E-005 9.168079839369877E-020 
          90         101  1.587309434406091E-003 8.490907738358695E-019 
          90         102  5.019591477277291E-004 3.132958955192405E-018 
          90         103  -1.425768060173400E-003 -3.372547950155287E-018 
          90         104  -1.722119008682295E-003 9.807662686557432E-019 
          90         105  2.425051845016029E-004 8.582193475723180E-019 
          90         106  -2.605632269869374E-004 -3.632691742688256E-019 
          90         107  1.161403640302219E-004 6.241768074238550E-019 
          90         108  9.221665028412304E-005 -8.376230907005672E-019 
          91          37  -2.116558439390655E-005 -2.932974170413227E-020 
          91          38  -3.151931609781502E-005 -2.547109933717475E-021 
          91          39  -2.256894027903866E-005 -3.551545251345921E-021 
          91          40  2.441251735917777E-007 -7.520941254797538E-021 
          91          41  -2.287380866153846E-005 -3.133949490958322E-021 
          91          42  -1.427461935307002E-005 5.357444646006815E-021 
          91          43  9.316104624547958E-006 -9.230794600236378E-021 
          91          44  -2.181384210456944E-005 -7.227501576327350E-021 
          91          45  -2.258383650850230E-005 8.879678008868931E-021 
          91          46  -2.694410511368976E-005 7.486922347120680E-021 
          91          47  -3.505535260427630E-005 1.071256475535190E-021 
          91          48  4.378666007387596E-006 1.109134257210642E-020 
          91          49  -4.609474108261368E-005 3.656500068058843E-021 
          91          50  4.552350802288158E-006 -1.708787759474607E-020 
          91          51  -4.594736829767164E-005 3.212044986938891E-020 
          91          52  -2.075144643598918E-005 5.783785514531259E-021 
          91          53  -2.435129736557027E-005 -1.149724471770926E-020 
          91          54  1.650384389047581E-005 -2.629712734735118E-021 
          91          55  -6.093918251220157E-005 7.682184686062652E-021 
          91          56  -4.210108478429267E-005 9.879842538024265E-021 
          91          57  1.949540899607882E-005 -6.490292055310621E-021 
          91          58  -3.067215939273353E-005 -1.097796352909546E-020 
          91          59  -2.797081721856835E-005 -3.808447504279664E-021 
          91          60  -1.672643591508721E-005 8.965102058545680E-021 
          91          61  6.524598272671704E-005 -5.633455851201591E-020 
          91          62  2.719151177968786E-005 4.752813560609037E-020 
          91          63  -5.087882621432621E-005 -3.730099981324845E-020 
          91          64  3.604101046933902E-006 -1.314062406376971E-019 
          91          65  -1.337760037201468E-004 -9.422386737331025E-020 
          91          66  9.024588848247147E-005 -9.921359908075629E-021 
          91          67  -1.400440474130988E-004 -9.989190955326389E-020 
          91          68  -9.706488591809501E-005 -2.032669235406431E-020 
          91          69  -2.521371389079017E-004 -3.432298179614657E-020 
          91          70  -1.553827046480593E-004 1.360178014671776E-019 
          91          71  1.635431765130466E-005 -3.851547904367860E-021 
          91          72  -2.864147335954879E-004 7.024858821161722E-021 
          91          73  3.423593432716568E-004 -1.523987726487871E-019 
          91          74  1.877118291767619E-004 -2.501147464723420E-019 
          91          75  4.002934513919745E-005 2.448211619394624E-020 
          91          76  4.247073946086465E-004 -1.867395844168640E-019 
          91          77  3.798112785695886E-006 -7.905708796679030E-020 
          91          78  1.511210040761261E-004 -1.621136951421771E-019 
          91          79  8.629127855380460E-004 -5.102407775371905E-019 
          91          80  1.666261730528062E-003 -7.367861682166521E-020 
          91          81  4.898684131159261E-004 8.950261804227138E-020 
          91          82  -7.112950771012286E-004 -4.445335952530469E-019 
          91          83  -7.512119302239685E-004 6.837188558189593E-020 
          91          84  -2.203046777426907E-003 1.445244849337956E-018 
          91          85  -5.675659869017100E-002 3.481648577622744E-018 
          91          86  -4.874827152245163E-002 -1.611053780656294E-019 
          91          87  1.912901194669596E-003 -1.160625108920919E-018 
          91          88  1.193780852665880E-004 1.074696146684282E-018 
          91          89  -1.417644407423414E-005 5.969959635626866E-019 
          91          90  2.045552356172940E-003 3.008395146987989E-019 
          91          91  0.421161484885424 -4.389374433358098E-018 
          91          92  -5.588600011059968E-002 1.005271190624767E-018 
          91          93  6.203571550881769E-004 1.062803904425371E-018 
          91          94  8.795494539104568E-004 -5.574544722538704E-019 
          91          95  5.919379671187298E-004 8.347580206984722E-018 
          91          96  -7.616897199291331E-002 -1.630312074661491E-016 
          91          97  -7.147505952392760E-002 1.234099050830371E-016 
          91          98  2.339350253557295E-003 1.822012904000655E-020 
          91          99  -2.141708460155708E-003 1.048019445746857E-018 
          91         100  -4.698688136168010E-003 -9.370114701708861E-019 
          91         101  3.171181562411703E-003 -9.399822952513985E-019 
          91         102  -8.053948948990058E-002 7.578675220414535E-019 
          91         103  4.978102687479091E-004 1.128127720684241E-018 
          91         104  -1.943859233449862E-003 -3.383100800681755E-018 
          91         105  -2.021928853606649E-003 -6.805347145336184E-019 
          91         106  -4.327472920551374E-003 -8.677490841602321E-019 
          91         107  -3.867035497404891E-004 1.657853048478739E-018 
          91         108  1.556276545879327E-003 -1.019377649937131E-018 
          92          37  -3.490355810403116E-005 4.988425938554098E-021 
          92          38  -3.643360199750193E-007 1.369877111409065E-020 
          92          39  -1.569419894637708E-005 -1.173779334160499E-020 
          92          40  -4.860960393891607E-005 1.201252494394728E-020 
          92          41  -3.445830801101021E-005 1.829826723116397E-021 
          92          42  -4.269284976779305E-005 5.119602612530736E-021 
          92          43  -5.389381855419202E-005 -3.902049674786902E-021 
          92          44  -4.617764021308628E-005 -3.013856302513200E-020 
          92          45  -4.722550005775065E-005 2.073385012312418E-020 
          92          46  -7.540309391423315E-008 1.966372842074189E-021 
          92          47  8.965735873109794E-006 4.842655276622073E-021 
          92          48  -5.907107427124874E-005 -4.882562959380388E-021 
          92          49  -7.887804299059441E-005 -4.395843868025961E-021 
          92          50  -2.120492750752588E-005 2.613269181753666E-022 
          92          51  -6.475361012548184E-005 1.624516823219353E-020 
          92          52  9.054854875206730E-006 -3.253060349111056E-021 
          92          53  -2.236577337152876E-005 -6.054847393159563E-021 
          92          54  -3.790831734387813E-005 -4.891004286537259E-021 
          92          55  -3.032732893961479E-005 2.365573896865090E-021 
          92          56  -1.063082181356001E-004 -1.100869880939747E-020 
          92          57  -4.277382454067844E-005 6.855581812353167E-022 
          92          58  -5.876505994260298E-005 4.119673424519092E-021 
          92          59  -4.786239019969252E-005 1.170022673952592E-020 
          92          60  2.022941296226281E-006 -7.778372776351848E-021 
          92          61  4.171813002000539E-005 -9.645420667822931E-020 
          92          62  6.785005725292073E-005 -2.833734712921986E-020 
          92          63  -1.801494994087792E-004 9.600651339211348E-020 
          92          64  9.428296973605896E-007 -3.687001036466543E-021 
          92          65  -4.697440850208325E-005 -3.829281700396709E-020 
          92          66  -3.484135383602758E-005 -7.469703926504617E-020 
          92          67  -2.938249966054021E-004 -3.062497975086913E-020 
          92          68  -1.065742912049951E-004 4.877388954274344E-020 
          92          69  -1.393207960235070E-004 -2.346926298607692E-020 
          92          70  -3.922807544260897E-004 5.030984758130830E-020 
          92          71  -1.130832462872215E-004 2.169651027745776E-020 
          92          72  -2.871900522139099E-004 7.337621863885516E-020 
          92          73  9.508459305789893E-005 1.635384504873364E-019 
          92          74  3.736452974720523E-004 -3.161738161049959E-019 
          92          75  -2.534805832347472E-005 5.876493969311179E-020 
          92          76  -6.186433708663801E-005 -1.033811826035242E-019 
          92          77  2.319250383372045E-004 -3.911852780305375E-019 
          92          78  8.834334064385345E-005 -7.926510864457287E-020 
          92          79  -7.573341397491931E-004 3.844563918902410E-020 
          92          80  6.340307996885779E-005 -2.026046568265781E-019 
          92          81  1.822061339739405E-003 -4.313307160341726E-019 
          92          82  3.802044731231536E-004 -6.673268717612037E-019 
          92          83  -2.154052626166303E-003 3.125379976274067E-019 
          92          84  -1.061481270146958E-003 -1.472929648347780E-018 
          92          85  1.766164056301567E-003 -1.069428765908700E-019 
          92          86  -5.145642961885083E-002 9.148636393317540E-019 
          92          87  -5.853926000449784E-002 -4.353973699800352E-020 
          92          88  1.900311449220355E-003 -1.962713348435383E-019 
          92          89  8.168450650906443E-005 3.250816431783275E-018 
          92          90  -1.173254228661104E-004 -4.583731946439386E-019 
          92          91  -5.588600011059968E-002 1.005271190624767E-018 
          92          92  0.420920164804910 -1.055355771878196E-019 
          92          93  -7.586938686112195E-002 -1.274363440107917E-017 
          92          94  -1.266280156454064E-004 -2.251201934180974E-018 
          92          95  8.331860603450542E-004 -6.287663627514489E-019 
          92          96  -4.411544809200194E-005 -1.891034414329885E-019 
          92          97  -6.817926563957979E-002 -1.247931219109913E-017 
          92          98  -7.839486463623363E-002 2.755029704081099E-016 
          92          99  3.520418603798457E-003 -2.060730089544543E-018 
          92         100  -4.126184361068556E-003 -1.895111982540252E-018 
          92         101  -1.197676308112716E-003 -7.841151887780747E-019 
          92         102  2.509507934786865E-003 7.657657470680617E-018 
          92         103  1.699264060900793E-003 -5.304785436135341E-019 
          92         104  -1.073942797447885E-003 1.133572126460950E-018 
          92         105  -4.134269796282080E-003 -3.433581319757943E-018 
          92         106  -2.460670003922593E-003 3.802436953387556E-018 
          92         107  -1.719270162920825E-003 1.243644243159681E-018 
          92         108  -8.171859277511398E-004 5.848853815940713E-018 
          93          37  -2.044802067089228E-005 2.441325070989146E-020 
          93          38  -2.758353905984177E-006 7.071200858161548E-021 
          93          39  -1.100630537092138E-005 -8.617297668948267E-021 
          93          40  -3.531882910493040E-005 2.688408692679974E-021 
          93          41  -2.234030177352883E-005 -2.543830884784063E-020 
          93          42  -3.125930185404103E-005 4.254565431020907E-021 
          93          43  -4.353376682558570E-005 -8.950189168073270E-021 
          93          44  -2.414322859595415E-005 -9.406798073049893E-021 
          93          45  -2.857491772028029E-005 2.152884987177345E-020 
          93          46  -2.387094273473498E-006 1.043059013887857E-021 
          93          47  5.547011264734234E-006 1.301440861088420E-020 
          93          48  -3.747204908812469E-005 1.512619224778877E-020 
          93          49  -2.764199843687989E-005 -5.099316574886588E-021 
          93          50  -4.988599982397195E-005 3.851660883067334E-021 
          93          51  -2.103198533553797E-005 -3.799868529016242E-020 
          93          52  -2.590716166081239E-005 4.498893728994890E-023 
          93          53  -2.405160326302717E-005 7.319970181318186E-022 
          93          54  -3.000709746709092E-005 1.036353322515309E-020 
          93          55  1.841244218774963E-006 1.933923108773800E-021 
          93          56  -3.278552500002894E-005 -4.279619273274161E-021 
          93          57  -7.886029577892804E-005 1.428969263860011E-020 
          93          58  -2.210597937231248E-005 -5.678191899996101E-021 
          93          59  -4.043650438200742E-005 2.257877107077519E-020 
          93          60  -2.746880205850016E-006 -2.079578692623692E-020 
          93          61  -1.018000560342417E-004 -1.510451149952797E-019 
          93          62  5.327718113211276E-005 -2.134204022440269E-020 
          93          63  4.693711848158017E-005 -1.308260829843930E-021 
          93          64  -1.462544958459208E-004 9.045955504854170E-020 
          93          65  1.065116248110604E-005 -4.556540295951716E-020 
          93          66  -1.818485730718820E-004 -1.740020482440318E-019 
          93          67  -1.306744896137137E-004 1.211349607151797E-019 
          93          68  -1.707384192308699E-004 8.347601428647691E-020 
          93          69  -9.221010493577388E-005 1.329334645729710E-019 
          93          70  -1.302142503018290E-004 1.183497048639298E-020 
          93          71  -3.249786735087861E-004 6.512379639608248E-020 
          93          72  -7.506437781814492E-005 4.445806060964736E-020 
          93          73  1.444928909512761E-004 1.161940004592631E-019 
          93          74  -3.141820111166047E-004 -7.349913724369580E-020 
          93          75  4.614078511069225E-004 2.924801279425922E-019 
          93          76  2.149058599681422E-004 4.192037508886808E-019 
          93          77  -1.212351826882066E-004 -1.141119830150073E-019 
          93          78  4.124366995909809E-004 -6.249660474861425E-019 
          93          79  -8.642697085596943E-004 -5.850852612757604E-019 
          93          80  -1.988085684097016E-003 -4.165976989695612E-019 
          93          81  3.926277485804515E-004 -1.076786618459857E-019 
          93          82  1.679877880637140E-003 -7.308198710025889E-019 
          93          83  5.237699272303113E-004 -6.809127297808902E-019 
          93          84  -8.166615818707936E-004 -1.643643305765164E-018 
          93          85  -1.095911270092903E-004 -2.994478036930588E-019 
          93          86  2.230065347001314E-003 7.546974306729440E-019 
          93          87  -5.645425422046587E-002 1.509369831082802E-018 
          93          88  -4.738117777387772E-002 4.170352167848486E-018 
          93          89  2.005795065553960E-003 4.771539394361986E-019 
          93          90  1.344896342269428E-004 1.344622034272308E-018 
          93          91  6.203571550881769E-004 1.062803904425371E-018 
          93          92  -7.586938686112195E-002 -1.274363440107917E-017 
          93          93  0.421153193958262 3.147628848997561E-019 
          93          94  -5.568997817531739E-002 0.000000000000000E+000 
          93          95  5.089402480342161E-004 3.465622897318368E-018 
          93          96  9.273024452777955E-004 1.109603698544839E-018 
          93          97  3.315637664952914E-003 -1.763478047760086E-018 
          93          98  -8.187344402056436E-002 5.882570761439856E-017 
          93          99  -7.072711374250538E-002 2.212899221629369E-017 
          93         100  2.434054764653435E-003 2.681237846710956E-019 
          93         101  -2.090039443508839E-003 -3.121364761863515E-018 
          93         102  -5.028867372231475E-003 1.923289585225947E-018 
          93         103  -2.115937076471042E-004 1.358515736441550E-019 
          93         104  1.948260369312272E-003 -4.811761514147048E-019 
          93         105  -7.119698220750028E-005 1.704285928250158E-018 
          93         106  -1.968834075597698E-003 -1.114733234273206E-018 
          93         107  -2.323256187386423E-003 -6.915738977215899E-018 
          93         108  -4.467490175387728E-003 1.056899911474914E-018 
          94          37  -4.476508839202633E-005 6.479915916340549E-020 
          94          38  -1.883706200029312E-005 3.027972653561161E-020 
          94          39  -2.683722679049072E-005 -1.866898558385510E-020 
          94          40  -2.738920140162876E-005 2.008227178331769E-020 
          94          41  -2.719725005608227E-005 -6.561017597112591E-020 
          94          42  -8.602779051563126E-005 3.326946098646626E-020 
          94          43  -2.507046093549450E-005 -8.604377727944616E-021 
          94          44  -1.010163008554311E-004 -1.181515887046604E-019 
          94          45  -9.222375906972414E-005 1.761925011309947E-019 
          94          46  -1.996246250300315E-005 -3.391589701480424E-020 
          94          47  -1.077808319154204E-005 2.266158685066720E-020 
          94          48  -2.820175825503236E-005 7.984141985883230E-021 
          94          49  -5.457846804507819E-005 -7.992774589151878E-020 
          94          50  -7.309614512782413E-005 4.889124806106309E-020 
          94          51  -9.627021188133784E-005 2.062540654409327E-020 
          94          52  -1.530838777920112E-005 2.620440534328178E-020 
          94          53  -3.701087623671216E-005 2.992601147776159E-020 
          94          54  -4.131692239466622E-005 -7.665218210667575E-020 
          94          55  -1.049000589872441E-005 4.444246015856206E-020 
          94          56  -4.985335056056179E-005 -2.610539103914732E-020 
          94          57  -9.042693097834304E-006 -1.914642934596719E-020 
          94          58  -1.609684012847401E-004 1.799455697154105E-020 
          94          59  -6.936175741891939E-005 5.125598689727743E-020 
          94          60  -2.764847458050603E-005 5.431347607755803E-021 
          94          61  -2.033388509875304E-006 -1.586395272766115E-019 
          94          62  -1.316070981286015E-004 -2.312742223217588E-019 
          94          63  -2.200217503091057E-006 1.285142986215758E-019 
          94          64  6.474257643532516E-005 -2.467201235698134E-019 
          94          65  -2.656263154264090E-004 1.459389804782177E-020 
          94          66  -9.176953912765121E-005 -2.498834492584303E-019 
          94          67  -9.805191574254078E-005 -1.047192114972567E-019 
          94          68  -2.459370780600089E-004 5.865121147966679E-020 
          94          69  -1.743591646840273E-004 -1.269854532933915E-019 
          94          70  -2.570381410241502E-004 7.201847833129957E-020 
          94          71  -6.635660049572849E-005 2.372101555987868E-019 
          94          72  -4.955779549745942E-004 3.038886221488892E-020 
          94          73  2.876962329675848E-004 5.067743264023200E-019 
          94          74  -1.708565925540490E-004 -3.157624766003467E-018 
          94          75  1.851414311462906E-004 -8.164240901287839E-020 
          94          76  3.631516168425596E-004 -2.639040359047410E-019 
          94          77  -2.625537160546267E-004 -5.078329265411196E-019 
          94          78  6.762722052351480E-006 -4.572077165028964E-019 
          94          79  -2.062561996970076E-003 8.288046166463359E-019 
          94          80  -1.172369393857762E-003 2.672178250551856E-019 
          94          81  -6.966931314716857E-004 4.067484197845154E-018 
          94          82  3.268803358439572E-005 -2.351936933651860E-019 
          94          83  1.855093340074595E-003 -1.887323135244055E-018 
          94          84  2.707980382689374E-004 4.283874844277016E-018 
          94          85  -3.022530241270404E-005 3.828395434429420E-018 
          94          86  -7.162701920936097E-005 -1.267044053437518E-018 
          94          87  2.000707471609788E-003 2.625836422144446E-018 
          94          88  -5.081819064329820E-002 -7.548945464835297E-018 
          94          89  -5.830042661850878E-002 1.629363234931746E-017 
          94          90  2.031875609950965E-003 2.453209381780595E-018 
          94          91  8.795494539104568E-004 -5.574544722538704E-019 
          94          92  -1.266280156454064E-004 -2.251201934180974E-018 
          94          93  -5.568997817531739E-002 0.000000000000000E+000 
          94          94  0.420912033735730 3.502540597953601E-019 
          94          95  -7.638573993011998E-002 5.084982811741205E-018 
          94          96  -1.547768618834349E-004 1.980405714713108E-018 
          94          97  -1.200527991781350E-003 1.010647934407053E-018 
          94          98  2.600920864894552E-003 -3.417616136279308E-018 
          94          99  -6.776265476012253E-002 -6.819094127454995E-018 
          94         100  -7.753088049609477E-002 -1.092992554745297E-018 
          94         101  3.598006167736914E-003 -5.619001540666815E-019 
          94         102  -4.354989676830226E-003 -4.074876982328256E-018 
          94         103  -2.055190217826106E-003 1.586304517582449E-019 
          94         104  -6.006686151655639E-004 -9.600349920239656E-019 
          94         105  1.708195313853559E-003 1.481766634564390E-019 
          94         106  -1.166340922596110E-003 1.472610217951892E-019 
          94         107  -4.360901647389227E-003 1.833875200440531E-019 
          94         108  -2.677876070672482E-003 8.399242610327395E-020 
          95          37  -6.526377910040820E-005 -5.335017360370366E-019 
          95          38  -2.120405351219278E-005 -4.985000888437743E-020 
          95          39  -4.869008327045470E-005 1.946346046583043E-019 
          95          40  -1.767622456202562E-005 -4.627920200520528E-020 
          95          41  -5.831590982648846E-005 1.673734537793533E-019 
          95          42  -8.145097360284350E-005 3.948995365977084E-019 
          95          43  -2.683782972083257E-005 -3.391094580989869E-020 
          95          44  -8.804236320882471E-005 -3.521171286973277E-019 
          95          45  -1.115769776885265E-004 2.582376427424115E-019 
